Numéro;Heure;Pos_X_centrale;Pos_Y_centrale;Pos_Z_centrale;Angle_X_centrale;Angle_Y_centrale;Angle_Z_centrale
;x10 µs;m;m;m;rad;rad;rad
1730;49306800;32529;32768;33688;11;22;33;
1731;49314100;32529;32768;33688;11;22;33;
1732;49321600;32529;32768;33688;11;22;33;
1733;49328900;32356;32673;33646;11;22;33;
1734;49336400;32356;32608;33609;11;22;33;
1735;49343800;32356;32608;33609;11;22;33;
1736;49351200;32548;32352;33609;11;22;33;
1737;49358600;32668;32561;33642;11;22;33;
1738;49366000;32668;32561;33642;11;22;33;
1739;49373300;32412;32561;33642;11;22;33;
1740;49380700;32412;32561;33642;11;22;33;
1741;49388100;32455;32577;33663;11;22;33;
1742;49395600;32408;32701;33749;11;22;33;
1743;49403000;32408;32701;33749;11;22;33;
1744;49410300;32447;32445;33749;11;22;33;
1745;49417700;32391;32502;33688;11;22;33;
1746;49425200;32391;32502;33688;11;22;33;
1747;49432500;32391;32502;33688;11;22;33;
1748;49439900;32391;32502;33688;11;22;33;
1749;49447300;32436;32445;33685;11;22;33;
1750;49454700;32436;32445;33685;11;22;33;
1751;49462100;32436;32445;33685;11;22;33;
1752;49469500;32354;32674;33693;11;22;33;
1753;49476900;32354;32674;33693;11;22;33;
1754;49484300;32354;32674;33693;11;22;33;
1755;49491600;32522;32395;33668;11;22;33;
1756;49499100;32522;32395;33668;11;22;33;
1757;49506500;32437;32507;33644;11;22;33;
1758;49513900;32437;32507;33644;11;22;33;
1759;49521300;32437;32507;33644;11;22;33;
1760;49528700;32431;32686;33749;11;22;33;
1761;49536100;32390;32478;33693;11;22;33;
1762;49543500;32390;32478;33693;11;22;33;
1763;49550900;32390;32478;33693;11;22;33;
1764;49558300;32390;32478;33693;11;22;33;
1765;49565600;32353;32624;33654;11;22;33;
1766;49573000;32353;32624;33654;11;22;33;
1767;49580400;32353;32624;33654;11;22;33;
1768;49587800;32353;32624;33654;11;22;33;
1769;49595300;32428;32542;33622;11;22;33;
1770;49602700;32428;32542;33622;11;22;33;
1771;49610200;32428;32542;33622;11;22;33;
1772;49617600;32428;32542;33622;11;22;33;
1773;49624900;32466;32643;33749;11;22;33;
1774;49632400;32466;32643;33749;11;22;33;
1775;49639800;32466;32643;33749;11;22;33;
1776;49647100;32437;32518;33673;11;22;33;
1777;49654600;32437;32518;33673;11;22;33;
1778;49662000;32437;32518;33673;11;22;33;
1779;49669400;32455;32586;33667;11;22;33;
1780;49676800;32455;32586;33667;11;22;33;
1781;49684100;32455;32438;33669;11;22;33;
1782;49691600;32465;32438;33669;11;22;33;
1783;49699000;32465;32438;33669;11;22;33;
1784;49706300;32531;32556;33691;11;22;33;
1785;49713700;32531;32711;33691;11;22;33;
1786;49721200;32531;32711;33691;11;22;33;
1787;49728500;32433;32768;33664;11;22;33;
1788;49735900;32433;32768;33664;11;22;33;
1789;49743300;32433;32768;33664;11;22;33;
1790;49750800;32463;32464;33654;11;22;33;
1791;49758100;32463;32464;33654;11;22;33;
1792;49765500;32479;32446;33650;11;22;33;
1793;49772900;32479;32446;33650;11;22;33;
1794;49780300;32479;32446;33650;11;22;33;
1795;49787700;32364;32617;33607;11;22;33;
1796;49795100;32364;32617;33607;11;22;33;
1797;49802500;32364;32617;33607;11;22;33;
1798;49809900;32448;32504;33666;11;22;33;
1799;49817300;32448;32504;33666;11;22;33;
1800;49824700;32448;32504;33666;11;22;33;
1801;49832100;32438;32488;33667;11;22;33;
1802;49839500;32438;32488;33667;11;22;33;
1803;49846800;32455;32431;33652;11;22;33;
1804;49854300;32455;32431;33652;11;22;33;
1805;49861600;32476;32431;33652;11;22;33;
1807;49876500;32426;32683;33677;11;22;33;
1808;49883800;32455;32683;33677;11;22;33;
1809;49891300;32392;32542;33621;11;22;33;
1810;49898700;32392;32542;33621;11;22;33;
1811;49906000;32429;32347;33553;11;22;33;
1812;49913400;32429;32347;33553;11;22;33;
1813;49920800;32429;32347;33553;11;22;33;
1814;49928200;32376;32574;33647;11;22;33;
1815;49935700;32376;32574;33647;11;22;33;
1816;49943000;32376;32574;33647;11;22;33;
1817;49950400;32555;32449;33638;11;22;33;
1818;49957800;32555;32449;33638;11;22;33;
1819;49965100;32399;51034;33637;11;22;33;
1820;49972600;32399;51034;33637;11;22;33;
1821;49979900;32399;32602;33637;11;22;33;
1822;49987400;32345;32656;33620;11;22;33;
1823;49994800;32345;32656;33620;11;22;33;
1824;50002200;32345;32656;33620;11;22;33;
1825;50009500;32583;32267;33614;11;22;33;
1826;50017000;32583;32267;33614;11;22;33;
1827;50024300;32583;32267;33673;11;22;33;
1828;50031800;32583;32267;33673;11;22;33;
1829;50039100;32443;32652;33673;11;22;33;
1830;50046600;32443;32652;33673;11;22;33;
1831;50054000;32443;32652;33673;11;22;33;
1832;50061300;32397;32665;33692;11;22;33;
1833;50068700;32321;32480;33624;11;22;33;
1834;50076100;32321;32480;33624;11;22;33;
1835;50083500;32321;32480;33605;11;22;33;
1836;50091000;32321;32480;33605;11;22;33;
1837;50098300;32376;32508;33605;11;22;33;
1838;50105700;32423;32416;33614;11;22;33;
1839;50113100;32423;32416;33614;11;22;33;
1840;50120400;32423;32416;33614;11;22;33;
1841;50127900;32465;32603;33692;11;22;33;
1842;50135300;32465;32603;33692;11;22;33;
1843;50142700;32465;32603;33675;11;22;33;
1844;50150100;32465;32603;33675;11;22;33;
1845;50157500;32466;32523;33675;11;22;33;
1846;50164900;32466;32660;33640;11;22;33;
1847;50172300;32466;32660;33640;11;22;33;
1848;50179600;32473;32404;33640;11;22;33;
1849;50187100;32375;32649;33649;11;22;33;
1850;50194500;32375;32649;33649;11;22;33;
1851;50201800;32375;32649;33660;11;22;33;
1852;50209200;32375;32649;33660;11;22;33;
1853;50216600;32422;32504;33660;11;22;33;
1854;50224000;32422;32420;33623;11;22;33;
1855;50231400;32422;32420;33623;11;22;33;
1856;50238700;32480;32420;33623;11;22;33;
1857;50246200;32480;32420;33623;11;22;33;
1858;50253600;32480;32420;33623;11;22;33;
1859;50260900;32382;32619;33604;11;22;33;
1860;50343500;32382;32619;33604;11;22;33;
1861;50350800;32386;32607;33661;11;22;33;
1862;50358200;32386;32607;33661;11;22;33;
1863;50365600;32386;32607;33661;11;22;33;
1864;50373000;32370;32646;33662;11;22;33;
1866;50463000;32402;32413;33610;11;22;33;
1867;50545300;32446;32768;33650;11;22;33;
1868;50627900;32446;32768;33650;11;22;33;
1869;50710200;32359;32586;33619;11;22;33;
1870;50792600;32389;32559;33570;11;22;33;
1871;50875100;32389;32559;33570;11;22;33;
1872;50957500;32342;32592;51033;11;22;33;
1873;51040100;32376;32630;33749;11;22;33;
1874;51122700;32376;32630;33749;11;22;33;
1876;51287400;32495;32494;33735;11;22;33;
1877;51369800;32559;32768;33749;11;22;33;
1878;51377300;32405;32549;33622;11;22;33;
1879;51384700;32405;32549;33622;11;22;33;
1880;51467100;32390;32557;33652;11;22;33;
1881;51549600;32412;32472;33653;11;22;33;
1882;51632000;32412;32472;33653;11;22;33;
1883;51714300;32515;32340;33570;11;22;33;
1884;51796800;32515;32340;33570;11;22;33;
1885;51879200;32412;32619;33675;11;22;33;
1886;51961800;32461;32405;33665;11;22;33;
1887;52044400;32461;32405;33665;11;22;33;
1888;52126800;32449;32522;33665;11;22;33;
1889;52209400;32731;32513;33673;11;22;33;
1890;52291900;32731;32513;33673;11;22;33;
1891;52374200;51122;32768;33673;11;22;33;
1892;52456600;51122;32768;33673;11;22;33;
1893;52539000;32455;32644;33674;11;22;33;
1894;52621600;32487;32414;33683;11;22;33;
1895;52704100;32487;32414;33683;11;22;33;
1896;52786500;32550;32410;33646;11;22;33;
1897;52869100;32550;32410;33646;11;22;33;
1898;52951500;32550;32410;33646;11;22;33;
1899;53033900;32550;32410;33646;11;22;33;
1900;53116300;32550;32410;33646;11;22;33;
1901;53198700;32539;32844;33749;11;22;33;
1902;53281300;32513;32306;33645;11;22;33;
1903;53363800;32513;32306;33645;11;22;33;
1904;53446100;32456;32661;33690;11;22;33;
1905;53528600;32642;32550;33633;11;22;33;
1906;53611000;32642;32550;33633;11;22;33;
1907;53693300;32409;32702;33691;11;22;33;
1908;53775900;32409;32702;33691;11;22;33;
1909;53783200;32334;32583;33749;11;22;33;
1910;53865800;32334;32590;33607;11;22;33;
1911;53948400;32334;32590;33607;11;22;33;
1912;54030800;32449;32503;33749;11;22;33;
1913;54113200;32449;32503;33749;11;22;33;
1914;54195600;32449;32503;33749;11;22;33;
1915;54278000;32412;32768;33698;11;22;33;
